action,landmark,variation,order,goal,task_id
open door to kitchen,True,23,0,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
go to kitchen,True,23,1,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
pick up thermometer,True,23,2,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
open cupboard,True,23,3,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
pick up metal pot,True,23,4,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
open glass jar,True,23,5,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
open drawer in counter,True,23,6,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
open drawer in cupboard,True,23,7,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
open fridge,True,23,8,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
open freezer,True,23,9,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
open oven,True,23,10,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
open door to bathroom,True,23,11,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
go to bathroom,True,23,12,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
open door to kitchen,True,23,13,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
go to kitchen,True,23,14,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
open door to outside,True,23,15,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
go to outside,True,23,16,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
open door to foundry,True,23,17,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
go to foundry,True,23,18,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
open door to outside,True,23,19,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
go to outside,True,23,20,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
open door to green house,True,23,21,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
go to green house,True,23,22,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
open door to hallway,True,23,23,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
go to hallway,True,23,24,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
open door to workshop,True,23,25,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
go to workshop,True,23,26,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
pick up substance in jug,False,23,27,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
open door to hallway,True,23,28,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
go to hallway,True,23,29,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
open door to kitchen,True,23,30,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
go to kitchen,True,23,31,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
focus on substance in inventory,True,23,32,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
move substance in inventory to metal pot,True,23,33,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
pick up metal pot,True,23,34,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
move metal pot to stove,True,23,35,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
activate stove,True,23,36,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
pick up metal pot,True,23,37,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
open door to outside,True,23,38,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
go to outside,True,23,39,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
open door to foundry,True,23,40,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
go to foundry,True,23,41,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
open blast furnace,True,23,42,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
move metal pot to blast furnace,True,23,43,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
activate blast furnace,True,23,44,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
examine substance in metal pot,True,23,45,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
use thermometer in inventory on substance in metal pot,True,23,46,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
examine substance in metal pot,True,23,47,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
use thermometer in inventory on substance in metal pot,True,23,48,Your task is to change the state of matter of tin,task-1-change-the-state-of-matter-of
