action,landmark,variation,order,goal,task_id
open door to hallway,False,22,0,Your task is to use chemistry to create yellow-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
go to hallway,False,22,1,Your task is to use chemistry to create yellow-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to workshop,False,22,2,Your task is to use chemistry to create yellow-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
go to workshop,False,22,3,Your task is to use chemistry to create yellow-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to hallway,False,22,4,Your task is to use chemistry to create yellow-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
go to hallway,False,22,5,Your task is to use chemistry to create yellow-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to art studio,True,22,6,Your task is to use chemistry to create yellow-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
go to art studio,True,22,7,Your task is to use chemistry to create yellow-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
pour cup containing red paint in art studio in bowl,False,22,8,Your task is to use chemistry to create yellow-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
pour cup containing yellow paint in art studio in bowl,False,22,9,Your task is to use chemistry to create yellow-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
mix bowl,False,22,10,Your task is to use chemistry to create yellow-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
focus on orange paint,True,22,11,Your task is to use chemistry to create yellow-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
wait1,True,22,12,Your task is to use chemistry to create yellow-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
pour bowl in bowl,False,22,13,Your task is to use chemistry to create yellow-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
open cupboard,False,22,14,Your task is to use chemistry to create yellow-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
pour cup containing yellow paint in bowl,False,22,15,Your task is to use chemistry to create yellow-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
mix bowl,False,22,16,Your task is to use chemistry to create yellow-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
focus on paint in bowl,False,22,17,Your task is to use chemistry to create yellow-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
