action,landmark,variation,order,goal,task_id
open door to hallway,False,509,0,"Your task is to measure the temperature of wood, which is located around the bathroom",task-10-use-thermometer
go to hallway,False,509,1,"Your task is to measure the temperature of wood, which is located around the bathroom",task-10-use-thermometer
open door to kitchen,True,509,2,"Your task is to measure the temperature of wood, which is located around the bathroom",task-10-use-thermometer
go to kitchen,True,509,3,"Your task is to measure the temperature of wood, which is located around the bathroom",task-10-use-thermometer
pick up thermometer,True,509,4,"Your task is to measure the temperature of wood, which is located around the bathroom",task-10-use-thermometer
focus on thermometer in inventory,True,509,5,"Your task is to measure the temperature of wood, which is located around the bathroom",task-10-use-thermometer
open door to bathroom,True,509,6,"Your task is to measure the temperature of wood, which is located around the bathroom",task-10-use-thermometer
go to bathroom,True,509,7,"Your task is to measure the temperature of wood, which is located around the bathroom",task-10-use-thermometer
pick up wood,True,509,8,"Your task is to measure the temperature of wood, which is located around the bathroom",task-10-use-thermometer
focus on wood in inventory,True,509,9,"Your task is to measure the temperature of wood, which is located around the bathroom",task-10-use-thermometer
open door to kitchen,True,509,10,"Your task is to measure the temperature of wood, which is located around the bathroom",task-10-use-thermometer
go to kitchen,True,509,11,"Your task is to measure the temperature of wood, which is located around the bathroom",task-10-use-thermometer
open door to hallway,False,509,12,"Your task is to measure the temperature of wood, which is located around the bathroom",task-10-use-thermometer
go to hallway,False,509,13,"Your task is to measure the temperature of wood, which is located around the bathroom",task-10-use-thermometer
open door to bedroom,False,509,14,"Your task is to measure the temperature of wood, which is located around the bathroom",task-10-use-thermometer
go to bedroom,False,509,15,"Your task is to measure the temperature of wood, which is located around the bathroom",task-10-use-thermometer
use thermometer in inventory on wood in inventory,True,509,16,"Your task is to measure the temperature of wood, which is located around the bathroom",task-10-use-thermometer
move wood in inventory to purple box,False,509,17,"Your task is to measure the temperature of wood, which is located around the bathroom",task-10-use-thermometer
