action,landmark,variation,order,goal,task_id
open door to kitchen,True,28,0,Your task is to freeze caesium,task-1-freeze
go to kitchen,True,28,1,Your task is to freeze caesium,task-1-freeze
pick up thermometer,True,28,2,Your task is to freeze caesium,task-1-freeze
open cupboard,True,28,3,Your task is to freeze caesium,task-1-freeze
pick up metal pot,True,28,4,Your task is to freeze caesium,task-1-freeze
open glass jar,True,28,5,Your task is to freeze caesium,task-1-freeze
open oven,True,28,6,Your task is to freeze caesium,task-1-freeze
open drawer in counter,True,28,7,Your task is to freeze caesium,task-1-freeze
open freezer,True,28,8,Your task is to freeze caesium,task-1-freeze
open drawer in cupboard,True,28,9,Your task is to freeze caesium,task-1-freeze
open fridge,True,28,10,Your task is to freeze caesium,task-1-freeze
open door to bathroom,True,28,11,Your task is to freeze caesium,task-1-freeze
go to bathroom,True,28,12,Your task is to freeze caesium,task-1-freeze
open door to kitchen,True,28,13,Your task is to freeze caesium,task-1-freeze
go to kitchen,True,28,14,Your task is to freeze caesium,task-1-freeze
open door to outside,True,28,15,Your task is to freeze caesium,task-1-freeze
go to outside,True,28,16,Your task is to freeze caesium,task-1-freeze
open door to foundry,True,28,17,Your task is to freeze caesium,task-1-freeze
go to foundry,True,28,18,Your task is to freeze caesium,task-1-freeze
open door to outside,True,28,19,Your task is to freeze caesium,task-1-freeze
go to outside,True,28,20,Your task is to freeze caesium,task-1-freeze
open door to green house,True,28,21,Your task is to freeze caesium,task-1-freeze
go to green house,True,28,22,Your task is to freeze caesium,task-1-freeze
open door to hallway,True,28,23,Your task is to freeze caesium,task-1-freeze
go to hallway,True,28,24,Your task is to freeze caesium,task-1-freeze
open door to workshop,True,28,25,Your task is to freeze caesium,task-1-freeze
go to workshop,True,28,26,Your task is to freeze caesium,task-1-freeze
pick up caesium,True,28,27,Your task is to freeze caesium,task-1-freeze
open door to hallway,True,28,28,Your task is to freeze caesium,task-1-freeze
go to hallway,True,28,29,Your task is to freeze caesium,task-1-freeze
open door to kitchen,True,28,30,Your task is to freeze caesium,task-1-freeze
go to kitchen,True,28,31,Your task is to freeze caesium,task-1-freeze
focus on caesium,True,28,32,Your task is to freeze caesium,task-1-freeze
move caesium to metal pot,True,28,33,Your task is to freeze caesium,task-1-freeze
pick up metal pot,True,28,34,Your task is to freeze caesium,task-1-freeze
move metal pot to stove,True,28,35,Your task is to freeze caesium,task-1-freeze
activate stove,True,28,36,Your task is to freeze caesium,task-1-freeze
examine caesium,False,28,37,Your task is to freeze caesium,task-1-freeze
use thermometer in inventory on caesium,False,28,38,Your task is to freeze caesium,task-1-freeze
examine caesium,False,28,39,Your task is to freeze caesium,task-1-freeze
use thermometer in inventory on caesium,False,28,40,Your task is to freeze caesium,task-1-freeze
examine liquid caesium,True,28,41,Your task is to freeze caesium,task-1-freeze
use thermometer in inventory on liquid caesium,True,28,42,Your task is to freeze caesium,task-1-freeze
pick up metal pot,True,28,43,Your task is to freeze caesium,task-1-freeze
pick up metal pot,True,28,44,Your task is to freeze caesium,task-1-freeze
open freezer,True,28,45,Your task is to freeze caesium,task-1-freeze
move metal pot to freezer,True,28,46,Your task is to freeze caesium,task-1-freeze
examine liquid caesium,True,28,47,Your task is to freeze caesium,task-1-freeze
use thermometer in inventory on liquid caesium,True,28,48,Your task is to freeze caesium,task-1-freeze
wait,True,28,49,Your task is to freeze caesium,task-1-freeze
examine liquid caesium,True,28,50,Your task is to freeze caesium,task-1-freeze
use thermometer in inventory on liquid caesium,True,28,51,Your task is to freeze caesium,task-1-freeze
wait,True,28,52,Your task is to freeze caesium,task-1-freeze
