action,landmark,variation,order,goal,task_id
open door to foundry,False,17,0,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
go to foundry,False,17,1,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to outside,False,17,2,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
go to outside,False,17,3,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to green house,False,17,4,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
go to green house,False,17,5,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to hallway,False,17,6,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
go to hallway,False,17,7,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to living room,False,17,8,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
go to living room,False,17,9,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to hallway,False,17,10,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
go to hallway,False,17,11,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to bedroom,False,17,12,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
go to bedroom,False,17,13,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to hallway,False,17,14,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
go to hallway,False,17,15,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to workshop,False,17,16,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
go to workshop,False,17,17,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
pour cup containing red paint in jug,False,17,18,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
pour cup containing yellow paint in jug,False,17,19,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
mix jug,False,17,20,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
focus on orange paint,True,17,21,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
wait1,True,17,22,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
pour jug in jug,False,17,23,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
open drawer,False,17,24,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
open freezer,False,17,25,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
pick up jug,False,17,26,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to hallway,False,17,27,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
go to hallway,False,17,28,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to art studio,False,17,29,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
go to art studio,False,17,30,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
drop jug in inventory,False,17,31,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
pour jug in jug,False,17,32,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
pour cup containing red paint in art studio in jug,False,17,33,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
mix jug,False,17,34,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
focus on paint in jug,False,17,35,Your task is to use chemistry to create red-orange paint,task-5-chemistry-mix-paint-(tertiary-color)
