action,landmark,variation,order,goal,task_id
open door to outside,False,143,0,Your task is to find a(n) non-living thing,task-3-find-non-living-thing
go to outside,False,143,1,Your task is to find a(n) non-living thing,task-3-find-non-living-thing
open door to green house,False,143,2,Your task is to find a(n) non-living thing,task-3-find-non-living-thing
go to green house,False,143,3,Your task is to find a(n) non-living thing,task-3-find-non-living-thing
open door to hallway,False,143,4,Your task is to find a(n) non-living thing,task-3-find-non-living-thing
go to hallway,False,143,5,Your task is to find a(n) non-living thing,task-3-find-non-living-thing
open door to bedroom,False,143,6,Your task is to find a(n) non-living thing,task-3-find-non-living-thing
go to bedroom,False,143,7,Your task is to find a(n) non-living thing,task-3-find-non-living-thing
focus on table,False,143,8,Your task is to find a(n) non-living thing,task-3-find-non-living-thing
move table to purple box,False,143,9,Your task is to find a(n) non-living thing,task-3-find-non-living-thing
