action,landmark,variation,order,goal,task_id
open door to outside,False,410,0,"Your task is to measure the temperature of wood, which is located around the living room",task-10-use-thermometer
go to outside,False,410,1,"Your task is to measure the temperature of wood, which is located around the living room",task-10-use-thermometer
open door to kitchen,True,410,2,"Your task is to measure the temperature of wood, which is located around the living room",task-10-use-thermometer
go to kitchen,True,410,3,"Your task is to measure the temperature of wood, which is located around the living room",task-10-use-thermometer
pick up thermometer,True,410,4,"Your task is to measure the temperature of wood, which is located around the living room",task-10-use-thermometer
focus on thermometer in inventory,True,410,5,"Your task is to measure the temperature of wood, which is located around the living room",task-10-use-thermometer
open door to hallway,True,410,6,"Your task is to measure the temperature of wood, which is located around the living room",task-10-use-thermometer
go to hallway,True,410,7,"Your task is to measure the temperature of wood, which is located around the living room",task-10-use-thermometer
open door to living room,True,410,8,"Your task is to measure the temperature of wood, which is located around the living room",task-10-use-thermometer
go to living room,True,410,9,"Your task is to measure the temperature of wood, which is located around the living room",task-10-use-thermometer
pick up wood,True,410,10,"Your task is to measure the temperature of wood, which is located around the living room",task-10-use-thermometer
focus on wood in inventory,True,410,11,"Your task is to measure the temperature of wood, which is located around the living room",task-10-use-thermometer
use thermometer in inventory on wood in inventory,True,410,12,"Your task is to measure the temperature of wood, which is located around the living room",task-10-use-thermometer
move wood in inventory to blue box,False,410,13,"Your task is to measure the temperature of wood, which is located around the living room",task-10-use-thermometer
