action,landmark,variation,order,goal,task_id
open door to outside,False,26,0,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
go to outside,False,26,1,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to green house,False,26,2,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
go to green house,False,26,3,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to hallway,False,26,4,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
go to hallway,False,26,5,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to bedroom,False,26,6,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
go to bedroom,False,26,7,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to hallway,False,26,8,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
go to hallway,False,26,9,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to living room,False,26,10,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
go to living room,False,26,11,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to hallway,False,26,12,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
go to hallway,False,26,13,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to workshop,False,26,14,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
go to workshop,False,26,15,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to hallway,False,26,16,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
go to hallway,False,26,17,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to art studio,False,26,18,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
go to art studio,False,26,19,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
pour cup containing red paint in art studio in bowl,False,26,20,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
pour cup containing blue paint in art studio in bowl,False,26,21,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
mix bowl,False,26,22,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
focus on paint in bowl,False,26,23,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
wait1,True,26,24,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
pour bowl in bowl,False,26,25,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
pour cup containing red paint in desk in bowl,False,26,26,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
mix bowl,False,26,27,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
focus on paint in bowl,False,26,28,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
