action,landmark,variation,order,goal,task_id
open door to hallway,False,25,0,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
go to hallway,False,25,1,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to living room,False,25,2,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
go to living room,False,25,3,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to hallway,False,25,4,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
go to hallway,False,25,5,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
open door to art studio,False,25,6,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
go to art studio,False,25,7,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
pour cup containing red paint in art studio in bowl,False,25,8,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
pour cup containing blue paint in art studio in bowl,False,25,9,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
mix bowl,False,25,10,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
focus on paint in bowl,False,25,11,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
wait1,True,25,12,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
pour bowl in bowl,False,25,13,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
open cupboard,False,25,14,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
pour cup containing red paint in bowl,False,25,15,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
mix bowl,False,25,16,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
focus on paint in bowl,False,25,17,Your task is to use chemistry to create violet-red paint,task-5-chemistry-mix-paint-(tertiary-color)
