action,landmark,variation,order,goal,task_id
open door to hallway,True,96,0,"Your task is to measure the temperature of metal fork, which is located around the living room",task-10-use-thermometer
go to hallway,True,96,1,"Your task is to measure the temperature of metal fork, which is located around the living room",task-10-use-thermometer
open door to kitchen,True,96,2,"Your task is to measure the temperature of metal fork, which is located around the living room",task-10-use-thermometer
go to kitchen,True,96,3,"Your task is to measure the temperature of metal fork, which is located around the living room",task-10-use-thermometer
pick up thermometer,True,96,4,"Your task is to measure the temperature of metal fork, which is located around the living room",task-10-use-thermometer
focus on thermometer in inventory,True,96,5,"Your task is to measure the temperature of metal fork, which is located around the living room",task-10-use-thermometer
open door to hallway,True,96,6,"Your task is to measure the temperature of metal fork, which is located around the living room",task-10-use-thermometer
go to hallway,True,96,7,"Your task is to measure the temperature of metal fork, which is located around the living room",task-10-use-thermometer
open door to living room,True,96,8,"Your task is to measure the temperature of metal fork, which is located around the living room",task-10-use-thermometer
go to living room,True,96,9,"Your task is to measure the temperature of metal fork, which is located around the living room",task-10-use-thermometer
pick up metal fork,True,96,10,"Your task is to measure the temperature of metal fork, which is located around the living room",task-10-use-thermometer
focus on metal fork in inventory,True,96,11,"Your task is to measure the temperature of metal fork, which is located around the living room",task-10-use-thermometer
use thermometer in inventory on metal fork in inventory,True,96,12,"Your task is to measure the temperature of metal fork, which is located around the living room",task-10-use-thermometer
move metal fork in inventory to blue box,False,96,13,"Your task is to measure the temperature of metal fork, which is located around the living room",task-10-use-thermometer
