action,landmark,variation,order,goal,task_id
open door to hallway,False,9,0,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
go to hallway,False,9,1,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
open door to kitchen,True,9,2,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
go to kitchen,True,9,3,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
pick up thermometer,True,9,4,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
open cupboard,True,9,5,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
pick up metal pot,True,9,6,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
open drawer in counter,True,9,7,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
open freezer,True,9,8,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
open drawer in cupboard,True,9,9,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
open oven,False,9,10,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
open glass jar,True,9,11,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
open fridge,True,9,12,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
focus on apple juice,True,9,13,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
pour cup containing apple juice into metal pot,True,9,14,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
pick up metal pot,True,9,15,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
open freezer,True,9,16,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
move metal pot to freezer,True,9,17,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
examine apple juice,True,9,18,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
use thermometer in inventory on apple juice,True,9,19,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
wait,True,9,20,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
examine apple juice,True,9,21,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
use thermometer in inventory on apple juice,True,9,22,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
wait,True,9,23,Your task is to change the state of matter of apple juice,task-1-change-the-state-of-matter-of
